Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
2,2013,SP,Tim Lincecum,29,10,14,0.417,4.37,32,32,0,1,1,0,197.2,184,102,96,21,76,8,193,7,2,11,841,79,3.74,1.315,8.4,1.0,3.5,8.8,2.54,Right,No
3,2013,SP,Matt Cain,28,8,10,0.444,4.0,30,30,0,0,0,0,184.1,158,85,82,23,55,3,158,5,0,1,760,86,3.93,1.156,7.7,1.1,2.7,7.7,2.87,Right,No
4,2013,SP,Barry Zito,35,5,11,0.313,5.74,30,25,4,0,0,0,133.1,173,94,85,19,54,2,86,4,1,5,608,60,4.92,1.703,11.7,1.3,3.6,5.8,1.59,Left,No
5,2013,SP,Ryan Vogelsong,35,4,6,0.4,5.73,19,19,0,0,0,0,103.2,124,73,66,15,38,2,67,6,0,3,467,60,4.91,1.563,10.8,1.3,3.3,5.8,1.76,Right,No
6,2013,CL,Sergio Romo,30,5,8,0.385,2.54,65,0,52,0,0,38,60.1,53,20,17,5,12,3,58,1,0,1,250,137,2.85,1.077,7.9,0.7,1.8,8.7,4.83,Right,No
7,2013,RP,George Kontos,28,2,2,0.5,4.39,52,0,9,0,0,0,55.1,60,30,27,7,18,2,47,2,0,1,238,79,4.08,1.41,9.8,1.1,2.9,7.6,2.61,Right,No
8,2013,RP,Santiago Casilla,32,7,2,0.778,2.16,57,0,12,0,0,2,50.0,39,14,12,2,25,6,38,2,0,8,208,161,3.67,1.28,7.0,0.4,4.5,6.8,1.52,Right,No
9,2013,RP,Jose Mijares,28,0,3,0.0,4.22,60,0,14,0,0,0,49.0,67,24,23,3,20,4,54,3,0,3,236,82,3.05,1.776,12.3,0.6,3.7,9.9,2.7,Left,No
10,2013,RP,Javier López,35,4,2,0.667,1.83,69,0,14,0,0,1,39.1,30,10,8,1,12,5,37,0,0,1,161,190,2.41,1.068,6.9,0.2,2.7,8.5,3.08,Left,No
11,2013,,Chad Gaudin,30,5,2,0.714,3.06,30,12,4,0,0,0,97.0,81,34,33,6,40,3,88,2,1,5,406,113,3.34,1.247,7.5,0.6,3.7,8.2,2.2,Right,No
12,2013,,Jean Machi,31,3,1,0.75,2.38,51,0,9,0,0,0,53.0,46,15,14,2,12,3,51,0,0,2,211,146,2.29,1.094,7.8,0.3,2.0,8.7,4.25,Right,No
13,2013,,Yusmeiro Petit,28,4,1,0.8,3.56,8,7,0,1,1,0,48.0,46,19,19,4,11,1,47,0,0,0,196,97,2.86,1.188,8.6,0.8,2.1,8.8,4.27,Right,No
14,2013,,Sandy Rosario,27,3,2,0.6,3.02,43,0,14,0,0,0,41.2,38,15,14,1,20,5,24,0,0,2,180,115,3.65,1.392,8.2,0.2,4.3,5.2,1.2,Right,No
15,2013,,Jeremy Affeldt,34,1,5,0.167,3.74,39,0,11,0,0,0,33.2,27,14,14,2,17,5,21,4,0,2,146,93,4.44,1.307,7.2,0.5,4.5,5.6,1.24,Left,No
16,2013,,Guillermo Moscoso,29,2,2,0.5,5.1,13,2,0,0,0,0,30.0,20,17,17,5,21,3,31,3,0,5,128,68,5.55,1.367,6.0,1.5,6.3,9.3,1.48,Right,No
17,2013,,Mike Kickham,24,0,3,0.0,10.16,12,3,5,0,0,0,28.1,46,34,32,8,10,2,29,0,0,2,144,34,5.73,1.976,14.6,2.5,3.2,9.2,2.9,Left,No
18,2013,,Jake Dunning,24,0,2,0.0,2.84,29,0,9,0,0,0,25.1,20,8,8,2,11,1,16,3,0,1,104,123,4.47,1.224,7.1,0.7,3.9,5.7,1.45,Right,No
19,2013,,Heath Hembree,24,0,0,0.0,0.0,9,0,2,0,0,0,7.2,4,0,0,0,2,0,12,0,0,0,29,0,0.7,0.783,4.7,0.0,2.3,14.1,6.0,Right,No
20,2013,,Ramon Ramirez,31,0,0,0.0,11.12,6,0,1,0,0,0,5.2,9,8,7,2,5,0,0,0,0,1,29,33,10.28,2.471,14.3,3.2,7.9,0.0,0.0,Right,No
21,2013,,Eric Surkamp,25,0,1,0.0,23.63,1,1,0,0,0,0,2.2,9,7,7,2,0,0,0,2,0,0,18,17,15.05,3.375,30.4,6.8,0.0,0.0,0.0,Left,No
1,2012,SP,Matt Cain,27,16,5,0.762,2.79,32,32,0,2,2,0,219.1,177,73,68,21,51,1,193,9,0,8,876,126,3.4,1.04,7.3,0.9,2.1,7.9,3.78,Right,No
2,2012,SP,Madison Bumgarner,22,16,11,0.593,3.37,32,32,0,2,1,0,208.1,183,87,78,23,49,6,191,7,2,3,849,105,3.5,1.114,7.9,1.0,2.1,8.3,3.9,Left,No
3,2012,SP,Ryan Vogelsong,34,14,9,0.609,3.37,31,31,0,0,0,0,189.2,171,76,71,17,62,7,158,8,0,3,788,105,3.7,1.228,8.1,0.8,2.9,7.5,2.55,Right,No
4,2012,SP,Tim Lincecum,28,10,15,0.4,5.18,33,33,0,0,0,0,186.0,183,111,107,23,90,3,190,4,2,17,825,68,4.17,1.468,8.9,1.1,4.4,9.2,2.11,Right,No
5,2012,SP,Barry Zito,34,15,8,0.652,4.15,32,32,0,1,1,0,184.1,186,91,85,20,70,6,114,5,0,1,799,85,4.49,1.389,9.1,1.0,3.4,5.6,1.63,Left,No
6,2012,CL,Santiago Casilla,31,7,6,0.538,2.84,73,0,37,0,0,25,63.1,55,24,20,8,22,4,55,2,0,1,272,125,4.14,1.216,7.8,1.1,3.1,7.8,2.5,Right,No
7,2012,RP,Jeremy Affeldt,33,1,2,0.333,2.7,67,0,10,0,0,3,63.1,57,23,19,1,23,1,57,3,0,5,267,131,2.73,1.263,8.1,0.1,3.3,8.1,2.48,Left,No
8,2012,RP,Sergio Romo,29,4,2,0.667,1.79,69,0,27,0,0,14,55.1,37,11,11,5,10,1,63,3,0,2,215,198,2.7,0.849,6.0,0.8,1.6,10.2,6.3,Right,No
9,2012,RP,Clay Hensley,32,4,5,0.444,4.62,60,0,14,0,0,3,50.2,50,30,26,5,30,2,42,3,0,1,234,77,4.67,1.579,8.9,0.9,5.3,7.5,1.4,Right,No
10,2012,RP,Javier López,34,3,0,1.0,2.5,70,0,19,0,0,7,36.0,37,13,10,1,14,3,28,0,0,2,153,142,3.07,1.417,9.3,0.3,3.5,7.0,2.0,Left,No
11,2012,,George Kontos,27,2,1,0.667,2.47,44,0,9,0,0,0,43.2,34,15,12,3,12,0,44,0,0,1,177,144,2.8,1.053,7.0,0.6,2.5,9.1,3.67,Right,No
12,2012,,Brad Penny,34,0,1,0.0,6.11,22,0,8,0,0,0,28.0,42,22,19,4,9,2,10,1,0,2,133,58,5.31,1.821,13.5,1.3,2.9,3.2,1.11,Right,No
13,2012,,Shane Loux,32,1,0,1.0,4.97,19,0,6,0,0,0,25.1,32,15,14,3,9,1,9,0,0,1,112,72,4.99,1.618,11.4,1.1,3.2,3.2,1.0,Right,No
14,2012,,Guillermo Mota,38,0,1,0.0,5.23,26,0,4,0,0,0,20.2,24,13,12,3,8,0,24,2,0,0,91,69,4.11,1.548,10.5,1.3,3.5,10.5,3.0,Right,No
15,2012,,Jose Mijares,27,1,0,1.0,2.55,27,0,3,0,0,0,17.2,14,5,5,0,8,2,20,0,0,2,74,141,2.19,1.245,7.1,0.0,4.1,10.2,2.5,Left,No
16,2012,,Steve Edlefsen,27,0,1,0.0,4.7,14,0,6,0,0,0,15.1,20,8,8,1,6,0,9,0,0,0,69,77,3.94,1.696,11.7,0.6,3.5,5.3,1.5,Right,No
17,2012,,Dan Otero,27,0,0,0.0,5.84,12,0,4,0,0,0,12.1,19,11,8,0,2,1,8,2,0,1,57,62,2.77,1.703,13.9,0.0,1.5,5.8,4.0,Right,No
18,2012,,Eric Hacker,29,0,1,0.0,5.59,4,1,2,0,0,0,9.2,14,6,6,2,2,1,8,1,0,0,45,66,5.06,1.655,13.0,1.9,1.9,7.4,4.0,Right,No
19,2012,,Jean Machi,30,0,0,0.0,6.75,8,0,5,0,0,0,6.2,7,5,5,2,1,0,4,0,0,0,28,56,6.24,1.2,9.5,2.7,1.4,5.4,4.0,Right,No
20,2012,,Travis Blackley,29,0,0,0.0,9.0,4,0,1,0,0,0,5.0,7,6,5,0,2,0,2,0,0,1,25,42,3.49,1.8,12.6,0.0,3.6,3.6,1.0,Left,No
21,2012,,Yusmeiro Petit,27,0,0,0.0,3.86,1,1,0,0,0,0,4.2,7,2,2,0,4,0,1,0,0,1,22,100,5.24,2.357,13.5,0.0,7.7,1.9,0.25,Right,No
22,2012,,Dan Runzler,27,0,0,0.0,0.0,6,0,0,0,0,0,3.2,1,0,0,0,3,1,5,1,0,1,15,0,3.64,1.091,2.5,0.0,7.4,12.3,1.67,Left,No
23,2012,,Brian Wilson,30,0,0,0.0,9.0,2,0,2,0,0,1,2.0,4,2,2,0,2,0,2,0,0,1,12,48,4.09,3.0,18.0,0.0,9.0,9.0,1.0,Right,No
1,2011,SP,Matt Cain,26,12,11,0.522,2.88,33,33,0,1,0,0,221.2,177,82,71,9,63,5,179,9,0,4,907,121,2.91,1.083,7.2,0.4,2.6,7.3,2.84,Right,No
2,2011,SP,Tim Lincecum,27,13,14,0.481,2.74,33,33,0,1,1,0,217.0,176,74,66,15,86,5,220,6,0,9,900,127,3.17,1.207,7.3,0.6,3.6,9.1,2.56,Right,No
3,2011,SP,Madison Bumgarner,21,13,13,0.5,3.21,33,33,0,0,0,0,204.2,202,82,73,12,46,5,191,5,1,0,844,109,2.67,1.212,8.9,0.5,2.0,8.4,4.15,Left,No
4,2011,SP,Ryan Vogelsong,33,13,7,0.65,2.71,30,28,1,1,1,0,179.2,164,62,54,15,61,6,139,5,1,1,752,129,3.67,1.252,8.2,0.8,3.1,7.0,2.28,Right,No
5,2011,SP,Jonathan Sánchez,28,4,7,0.364,4.26,19,19,0,0,0,0,101.1,80,54,48,9,66,2,102,6,0,5,444,82,4.3,1.441,7.1,0.8,5.9,9.1,1.55,Left,No
6,2011,CL,Brian Wilson,29,6,4,0.6,3.11,57,0,45,0,0,36,55.0,50,20,19,2,31,0,54,2,0,2,243,113,3.33,1.473,8.2,0.3,5.1,8.8,1.74,Right,No
7,2011,RP,Ramon Ramirez,29,3,3,0.5,2.62,66,0,22,0,0,4,68.2,54,24,20,3,26,5,66,3,1,6,282,133,2.94,1.165,7.1,0.4,3.4,8.7,2.54,Right,No
8,2011,RP,Jeremy Affeldt,32,3,2,0.6,2.63,67,0,12,0,0,3,61.2,47,22,18,5,24,3,54,4,0,4,259,133,3.69,1.151,6.9,0.7,3.5,7.9,2.25,Left,No
9,2011,RP,Javier López,33,5,2,0.714,2.72,70,0,17,0,0,1,53.0,42,16,16,0,26,6,40,3,0,1,222,129,3.16,1.283,7.1,0.0,4.4,6.8,1.54,Left,No
10,2011,RP,Sergio Romo,28,3,1,0.75,1.5,65,0,16,0,0,1,48.0,29,8,8,2,5,1,70,0,0,0,175,234,0.96,0.708,5.4,0.4,0.9,13.1,14.0,Right,No
11,2011,,Guillermo Mota,37,2,2,0.5,3.81,52,0,11,0,0,1,80.1,71,34,34,10,30,4,77,2,1,1,333,92,3.92,1.257,8.0,1.1,3.4,8.6,2.57,Right,No
12,2011,,Barry Zito,33,3,4,0.429,5.87,13,9,3,0,0,0,53.2,51,35,35,10,24,1,32,0,0,1,225,60,5.6,1.398,8.6,1.7,4.0,5.4,1.33,Left,No
13,2011,,Santiago Casilla,30,2,2,0.5,1.74,49,0,20,0,0,6,51.2,33,11,10,1,25,1,45,2,0,5,211,201,3.1,1.123,5.7,0.2,4.4,7.8,1.8,Right,No
14,2011,,Dan Runzler,26,1,2,0.333,6.26,31,1,9,0,0,0,27.1,29,21,19,0,16,1,25,0,0,1,120,56,2.95,1.646,9.5,0.0,5.3,8.2,1.56,Left,No
15,2011,,Eric Surkamp,23,2,2,0.5,5.74,6,6,0,0,0,0,26.2,32,18,17,1,17,1,13,2,0,0,126,62,4.68,1.838,10.8,0.3,5.7,4.4,0.76,Left,No
16,2011,,Steve Edlefsen,26,0,0,0.0,9.53,13,0,2,0,0,0,11.1,17,12,12,2,10,0,6,1,0,0,60,38,7.17,2.382,13.5,1.6,7.9,4.8,0.6,Right,No
17,2011,,Waldis Joaquín,24,1,0,1.0,4.26,5,0,1,0,0,0,6.1,6,3,3,0,3,0,3,0,0,2,27,87,3.5,1.421,8.5,0.0,4.3,4.3,1.0,Right,No
1,2010,SP,Matt Cain,25,13,11,0.542,3.14,33,33,0,4,2,0,223.1,181,84,78,22,61,4,177,4,0,8,896,124,3.65,1.084,7.3,0.9,2.5,7.1,2.9,Right,No
2,2010,SP,Tim Lincecum,26,16,10,0.615,3.43,33,33,0,1,1,0,212.1,194,84,81,18,76,7,231,5,0,9,897,114,3.15,1.272,8.2,0.8,3.2,9.8,3.04,Right,No
3,2010,SP,Barry Zito,32,9,14,0.391,4.15,34,33,1,1,0,0,199.1,184,97,92,20,84,7,150,7,0,7,848,94,4.25,1.344,8.3,0.9,3.8,6.8,1.79,Left,No
4,2010,SP,Jonathan Sánchez,27,13,9,0.591,3.07,34,33,0,0,0,0,193.1,142,74,66,21,96,4,205,9,1,15,812,127,4.0,1.231,6.6,1.0,4.5,9.5,2.14,Left,No
5,2010,SP,Madison Bumgarner,20,7,6,0.538,3.0,18,18,0,0,0,0,111.0,119,40,37,11,26,2,86,5,1,1,472,131,3.66,1.306,9.6,0.9,2.1,7.0,3.31,Left,No
6,2010,SP,Todd Wellemeyer,31,3,5,0.375,5.68,13,11,0,0,0,0,58.2,57,37,37,12,35,1,41,3,0,3,265,69,6.28,1.568,8.7,1.8,5.4,6.3,1.17,Right,No
7,2010,CL,Brian Wilson,28,3,3,0.5,1.81,70,0,59,0,0,48,74.2,62,16,15,3,26,5,93,1,0,0,311,217,2.2,1.179,7.5,0.4,3.1,11.2,3.58,Right,No
8,2010,RP,Sergio Romo,27,5,3,0.625,2.18,68,0,13,0,0,0,62.0,46,16,15,6,14,2,70,4,0,0,247,180,2.95,0.968,6.7,0.9,2.0,10.2,5.0,Right,No
9,2010,RP,Santiago Casilla,29,7,2,0.778,1.95,52,0,13,0,0,2,55.1,40,14,12,2,26,4,56,4,0,10,225,201,3.15,1.193,6.5,0.3,4.2,9.1,2.15,Right,No
10,2010,RP,Guillermo Mota,36,1,3,0.25,4.33,56,0,17,0,0,1,54.0,49,29,26,4,22,5,38,0,0,5,228,91,3.86,1.315,8.2,0.7,3.7,6.3,1.73,Right,No
11,2010,RP,Jeremy Affeldt,31,4,3,0.571,4.14,53,0,14,0,0,4,50.0,56,25,23,4,24,5,44,3,0,4,228,95,3.98,1.6,10.1,0.7,4.3,7.9,1.83,Left,No
12,2010,,Denny Bautista,29,2,0,1.0,3.74,31,0,8,0,0,0,33.2,25,14,14,4,27,4,44,3,0,7,157,106,4.68,1.545,6.7,1.1,7.2,11.8,1.63,Right,No
13,2010,,Dan Runzler,25,3,0,1.0,3.03,41,0,7,0,0,0,32.2,29,12,11,1,20,3,37,1,0,2,144,130,3.14,1.5,8.0,0.3,5.5,10.2,1.85,Left,No
14,2010,,Ramon Ramirez,28,1,0,1.0,0.67,25,0,6,0,0,1,27.0,13,3,2,1,11,1,15,0,1,1,106,594,3.67,0.889,4.3,0.3,3.7,5.0,1.36,Right,No
15,2010,,Chris Ray,28,3,0,1.0,4.13,28,0,7,0,0,1,24.0,24,11,11,1,9,1,15,0,0,0,101,96,3.5,1.375,9.0,0.4,3.4,5.6,1.67,Right,No
16,2010,,Javier López,32,2,0,1.0,1.42,27,0,4,0,0,0,19.0,11,3,3,0,2,0,16,0,0,0,69,280,1.71,0.684,5.2,0.0,0.9,7.6,8.0,Left,No
17,2010,,Brandon Medders,30,0,0,0.0,7.2,14,0,7,0,0,0,15.0,26,12,12,3,6,1,8,0,0,0,73,56,5.81,2.133,15.6,1.8,3.6,4.8,1.33,Right,No
18,2010,,Joe Martinez,27,0,1,0.0,4.91,4,1,0,0,0,0,11.0,15,6,6,1,6,2,3,1,0,0,53,82,5.62,1.909,12.3,0.8,4.9,2.5,0.5,Right,No
19,2010,,Waldis Joaquín,23,0,0,0.0,9.64,4,0,0,0,0,0,4.2,6,6,5,0,7,0,2,1,1,2,27,44,7.36,2.786,11.6,0.0,13.5,3.9,0.29,Right,No
1,2009,SP,Tim Lincecum,25,15,7,0.682,2.48,32,32,0,4,2,0,225.1,168,69,62,10,68,2,261,6,0,11,905,171,2.34,1.047,6.7,0.4,2.7,10.4,3.84,Right,No
2,2009,SP,Matt Cain,24,14,8,0.636,2.89,33,33,0,4,0,0,217.2,184,73,70,22,73,6,171,3,0,9,886,147,3.89,1.181,7.6,0.9,3.0,7.1,2.34,Right,No
3,2009,SP,Barry Zito,31,10,13,0.435,4.03,33,33,0,1,0,0,192.0,179,89,86,21,81,8,154,8,2,2,818,105,4.31,1.354,8.4,1.0,3.8,7.2,1.9,Left,No
4,2009,SP,Jonathan Sánchez,26,8,12,0.4,4.24,32,29,2,1,1,0,163.1,135,82,77,19,88,5,177,6,0,11,710,100,4.17,1.365,7.4,1.0,4.8,9.8,2.01,Left,No
5,2009,SP,Randy Johnson,45,8,6,0.571,4.88,22,17,2,0,0,0,96.0,97,55,52,19,31,2,86,2,1,5,412,87,4.91,1.333,9.1,1.8,2.9,8.1,2.77,Left,No
6,2009,CL,Brian Wilson,27,5,6,0.455,2.74,68,0,60,0,0,38,72.1,60,27,22,3,27,4,83,1,0,4,303,156,2.5,1.203,7.5,0.4,3.4,10.3,3.07,Right,No
7,2009,RP,Brandon Medders,29,5,1,0.833,3.01,61,0,11,0,0,1,68.2,63,26,23,6,32,5,58,3,0,2,300,141,4.07,1.383,8.3,0.8,4.2,7.6,1.81,Right,No
8,2009,RP,Bob Howry,35,2,6,0.25,3.39,63,0,20,0,0,0,63.2,50,26,24,5,23,6,46,2,0,4,268,126,3.85,1.147,7.1,0.7,3.3,6.5,2.0,Right,No
9,2009,RP,Jeremy Affeldt,30,2,2,0.5,1.73,74,0,8,0,0,0,62.1,42,14,12,3,31,3,55,3,0,5,248,246,3.59,1.171,6.1,0.4,4.5,7.9,1.77,Left,No
10,2009,RP,Merkin Valdez,27,2,1,0.667,5.66,48,0,20,0,0,0,49.1,57,33,31,5,28,2,38,0,0,5,225,76,4.58,1.723,10.4,0.9,5.1,6.9,1.36,Right,No
11,2009,,Justin Miller,31,3,3,0.5,3.18,44,0,6,0,0,0,56.2,47,20,20,7,27,2,36,1,0,3,236,134,4.91,1.306,7.5,1.1,4.3,5.7,1.33,Right,No
12,2009,,Brad Penny,31,4,1,0.8,2.59,6,6,0,1,0,0,41.2,31,13,12,5,9,0,20,0,0,2,161,165,4.35,0.96,6.7,1.1,1.9,4.3,2.22,Right,No
13,2009,,Sergio Romo,26,5,2,0.714,3.97,45,0,9,0,0,2,34.0,30,15,15,1,11,0,41,1,0,2,143,108,2.13,1.206,7.9,0.3,2.9,10.9,3.73,Right,No
14,2009,,Joe Martinez,26,3,2,0.6,7.5,9,5,1,0,0,0,30.0,46,27,25,4,12,2,19,1,0,0,148,57,4.86,1.933,13.8,1.2,3.6,5.7,1.58,Right,No
15,2009,,Ryan Sadowski,26,2,4,0.333,4.45,6,6,0,0,0,0,28.1,28,15,14,2,17,1,17,1,0,2,128,97,4.72,1.588,8.9,0.6,5.4,5.4,1.0,Right,No
16,2009,,Waldis Joaquín,22,0,0,0.0,4.22,10,0,4,0,0,0,10.2,10,5,5,1,7,0,12,2,0,3,51,104,4.6,1.594,8.4,0.8,5.9,10.1,1.71,Right,No
17,2009,,Madison Bumgarner,19,0,0,0.0,1.8,4,1,1,0,0,0,10.0,8,2,2,2,3,1,10,0,0,0,40,244,4.6,1.1,7.2,1.8,2.7,9.0,3.33,Left,No
18,2009,,Dan Runzler,24,0,0,0.0,1.04,11,0,0,0,0,0,8.2,6,1,1,1,5,0,11,1,0,0,38,425,4.14,1.269,6.2,1.0,5.2,11.4,2.2,Left,No
19,2009,,Alex Hinshaw,26,0,0,0.0,12.0,9,0,3,0,0,0,6.0,10,8,8,2,7,0,2,0,0,1,33,37,10.26,2.833,15.0,3.0,10.5,3.0,0.29,Left,No
20,2009,,Osiris Matos,24,0,0,0.0,9.0,5,0,2,0,0,0,6.0,11,7,6,2,1,0,5,0,0,0,31,50,6.26,2.0,16.5,3.0,1.5,7.5,5.0,Right,No
21,2009,,Pat Misch,27,0,0,0.0,10.8,4,0,2,0,0,0,3.1,6,4,4,0,3,0,0,0,0,0,19,44,5.8,2.7,16.2,0.0,8.1,0.0,0.0,Left,No
1,2008,SP,Tim Lincecum,24,18,5,0.783,2.62,34,33,0,2,1,0,227.0,182,72,66,11,84,1,265,6,2,17,928,168,2.62,1.172,7.2,0.4,3.3,10.5,3.15,Right,No
2,2008,SP,Matt Cain,23,8,14,0.364,3.76,34,34,0,1,1,0,217.2,206,95,91,19,91,9,186,7,2,7,933,117,3.91,1.364,8.5,0.8,3.8,7.7,2.04,Right,No
3,2008,SP,Barry Zito,30,10,17,0.37,5.15,32,32,0,0,0,0,180.0,186,115,103,16,102,10,120,4,0,3,818,85,4.72,1.6,9.3,0.8,5.1,6.0,1.18,Left,No
4,2008,SP,Jonathan Sánchez,25,9,12,0.429,5.01,29,29,0,0,0,0,158.0,154,90,88,14,75,1,157,7,0,7,695,88,3.85,1.449,8.8,0.8,4.3,8.9,2.09,Left,No
5,2008,SP,Kevin Correia,27,3,8,0.273,6.05,25,19,2,0,0,0,110.0,141,80,74,15,47,3,66,4,0,5,514,73,5.1,1.709,11.5,1.2,3.8,5.4,1.4,Right,No
6,2008,CL,Brian Wilson,26,3,2,0.6,4.62,63,0,54,0,0,41,62.1,62,32,32,7,28,4,67,3,0,2,274,95,3.93,1.444,9.0,1.0,4.0,9.7,2.39,Right,No
7,2008,RP,Keiichi Yabu,39,3,6,0.333,3.57,60,0,10,0,0,0,68.0,63,33,27,3,32,4,48,8,1,5,302,123,4.06,1.397,8.3,0.4,4.2,6.4,1.5,Right,No
8,2008,RP,Tyler Walker,32,5,8,0.385,4.56,65,0,19,0,0,0,53.1,47,29,27,7,21,3,49,1,0,5,226,97,4.24,1.275,7.9,1.2,3.5,8.3,2.33,Right,No
9,2008,RP,Jack Taschner,30,3,2,0.6,4.88,67,0,7,0,0,0,48.0,57,27,26,5,24,2,39,2,0,5,227,91,4.49,1.688,10.7,0.9,4.5,7.3,1.63,Left,No
10,2008,RP,Alex Hinshaw,25,2,1,0.667,3.4,48,0,12,0,0,0,39.2,31,16,15,5,29,4,47,3,0,5,179,130,4.82,1.513,7.0,1.1,6.6,10.7,1.62,Left,No
11,2008,,Pat Misch,26,0,3,0.0,5.68,15,7,6,0,0,0,52.1,56,34,33,11,15,2,38,3,1,1,230,78,5.44,1.357,9.6,1.9,2.6,6.5,2.53,Left,No
12,2008,,Billy Sadler,26,0,1,0.0,4.06,33,0,8,0,0,0,44.1,34,21,20,6,27,4,42,8,0,8,197,109,5.37,1.376,6.9,1.2,5.5,8.5,1.56,Right,No
13,2008,,Brad Hennessey,28,1,2,0.333,7.81,17,4,4,1,0,0,40.1,63,35,35,8,15,1,21,1,0,1,196,57,5.86,1.934,14.1,1.8,3.3,4.7,1.4,Right,No
14,2008,,Sergio Romo,25,3,1,0.75,2.12,29,0,8,0,0,0,34.0,16,13,8,3,8,1,33,3,0,0,130,209,3.31,0.706,4.2,0.8,2.1,8.7,4.13,Right,No
15,2008,,Vinnie Chulk,29,0,3,0.0,4.83,27,0,9,0,0,0,31.2,33,18,17,6,8,2,16,2,0,1,139,92,5.53,1.295,9.4,1.7,2.3,4.5,2.0,Right,No
16,2008,,Osiris Matos,23,1,2,0.333,4.79,20,0,5,0,0,0,20.2,26,17,11,3,9,1,16,1,0,0,98,93,4.92,1.694,11.3,1.3,3.9,7.0,1.78,Right,No
17,2008,,Geno Espineli,25,2,0,1.0,5.06,15,0,5,0,0,0,16.0,17,10,9,5,8,2,8,0,0,2,69,88,7.69,1.563,9.6,2.8,4.5,4.5,1.0,Left,No
18,2008,,Merkin Valdez,26,1,0,1.0,1.69,17,1,3,0,0,0,16.0,14,5,3,1,7,2,13,2,1,2,69,265,4.01,1.313,7.9,0.6,3.9,7.3,1.86,Right,No
19,2008,,Matt Palmer,29,0,2,0.0,8.53,3,3,0,0,0,0,12.2,17,13,12,1,13,1,3,2,0,0,67,53,7.24,2.368,12.1,0.7,9.2,2.1,0.23,Right,No
20,2008,,Erick Threets,26,0,1,0.0,3.6,7,0,6,0,0,0,10.0,11,4,4,1,9,2,6,3,0,1,50,126,6.83,2.0,9.9,0.9,8.1,5.4,0.67,Left,No
1,2007,SP,Matt Cain,22,7,16,0.304,3.65,32,32,0,1,0,0,200.0,173,84,81,14,79,3,163,5,0,12,832,123,3.78,1.26,7.8,0.6,3.6,7.3,2.06,Right,No
2,2007,SP,Barry Zito,29,11,13,0.458,4.53,34,33,0,0,0,0,196.2,182,105,99,24,83,4,131,4,0,5,850,99,4.82,1.347,8.3,1.1,3.8,6.0,1.58,Left,No
3,2007,SP,Noah Lowry,26,14,8,0.636,3.92,26,26,0,1,0,0,156.0,155,76,68,12,87,2,87,5,0,5,694,114,4.89,1.551,8.9,0.7,5.0,5.0,1.0,Left,No
4,2007,SP,Tim Lincecum,23,7,5,0.583,4.0,24,24,0,0,0,0,146.1,122,70,65,12,65,5,150,2,0,10,618,112,3.63,1.278,7.5,0.7,4.0,9.2,2.31,Right,No
5,2007,SP,Matt Morris,32,7,7,0.5,4.35,21,21,0,3,0,0,136.2,162,79,66,12,39,3,73,5,0,1,603,103,4.28,1.471,10.7,0.8,2.6,4.8,1.87,Right,No
6,2007,CL,Brad Hennessey,27,4,5,0.444,3.42,69,0,34,0,0,19,68.1,66,26,26,7,23,1,40,3,0,2,287,132,4.54,1.302,8.7,0.9,3.0,5.3,1.74,Right,No
7,2007,RP,Kevin Correia,26,4,7,0.364,3.45,59,8,9,0,0,0,101.2,94,39,39,9,40,7,80,2,1,1,437,130,4.06,1.318,8.3,0.8,3.5,7.1,2.0,Right,No
8,2007,RP,Vinnie Chulk,28,5,4,0.556,3.57,57,0,15,0,0,0,53.0,53,22,21,3,14,2,41,2,0,2,222,126,3.33,1.264,9.0,0.5,2.4,7.0,2.93,Right,No
9,2007,RP,Jack Taschner,29,3,1,0.75,5.4,63,0,16,0,0,0,50.0,44,31,30,4,29,2,51,1,0,2,222,84,4.04,1.46,7.9,0.7,5.2,9.2,1.76,Left,No
10,2007,RP,Steve Kline,34,1,2,0.333,4.7,68,0,19,0,0,2,46.0,58,25,24,2,18,3,17,2,0,1,216,96,4.37,1.652,11.3,0.4,3.5,3.3,0.94,Left,No
11,2007,,Jonathan Sánchez,24,1,5,0.167,5.88,33,4,8,0,0,0,52.0,57,34,34,8,28,1,62,5,0,4,238,77,4.76,1.635,9.9,1.4,4.8,10.7,2.21,Left,No
12,2007,,Russ Ortiz,33,2,3,0.4,5.51,12,8,1,0,0,0,49.0,57,32,30,4,20,1,27,6,0,0,223,82,4.79,1.571,10.5,0.7,3.7,5.0,1.35,Right,No
13,2007,,Randy Messenger,25,1,3,0.25,5.09,37,0,13,0,0,1,40.2,58,23,23,4,12,3,22,1,0,1,188,89,4.4,1.721,12.8,0.9,2.7,4.9,1.83,Right,No
